care,minimum_admissions,territory,indicator,outcome,n,status,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,blocks,bootstrap_repetitions,bootstrap_seed,bootstrap_valid,block_status,block_ci_low,block_ci_high,pearson_q_bh,spearman_q_bh
any_uf,1000,BA,illiteracy_10plus,hypertension,231,ok,-0.28428252980945545,1.1431430738119895e-05,-0.3987290328048483,-0.1611169639777678,-0.23092358269159255,0.00040218923884584686,32,2000,20260919,2000,ok,-0.4323582986840394,-0.11052665652507566,0.00020576575328615812,0.003619703149612622
any_uf,1000,BA,illiteracy_10plus,hemorrhage,231,ok,0.017143309980579533,0.7955107548759291,-0.11218260664235429,0.1458981407187385,-0.001495236929611975,0.9819674574912822,32,2000,20260919,2000,ok,-0.07848451128311366,0.12787830941758094,0.8626020233594413,0.9819674574912822
any_uf,1000,BA,illiteracy_10plus,W,231,ok,-0.163331968424705,0.012930449731342343,-0.28637220021318277,-0.034992011021998,-0.1622649814794975,0.013540729689006959,32,2000,20260919,2000,ok,-0.2905227904104533,-0.0459028777135706,0.05818702379104054,0.05457274038965905
any_uf,1000,BA,sewer_septic,hypertension,231,ok,0.2687998228688528,3.477824947114077e-05,0.1447441989373625,0.38453562972708116,0.23110555112054365,0.00039784454140806417,32,2000,20260919,2000,ok,0.08017431402291314,0.4550157803453791,0.0005216737420671116,0.003619703149612622
any_uf,1000,BA,sewer_septic,hemorrhage,231,ok,0.00013279307151111596,0.9983983824829538,-0.12894709402322044,0.1292082552231972,0.010893256267299032,0.8692038068517737,32,2000,20260919,2000,ok,-0.11324883226537072,0.12056585475830789,0.9983983824829538,0.9100841924635078
any_uf,1000,BA,sewer_septic,W,231,ok,0.18138668757439547,0.005694793546907212,0.05356308165718767,0.30336176387776176,0.20230436729687107,0.002000925107903285,32,2000,20260919,2000,ok,0.0346493345498014,0.3376036597829875,0.04271095160180409,0.013852558439330436
any_uf,1000,CE,income_pc,hypertension,128,ok,0.2026564488944846,0.021781111409557366,0.03018754466802458,0.3634069988107703,0.14481420760336822,0.10290665287477979,32,2000,20260919,2000,ok,0.037287860135905404,0.38428493198752683,0.07841200107440652,0.24372628312447844
any_uf,1000,CE,income_pc,hemorrhage,128,ok,0.01971519107488626,0.8251817442124252,-0.15434335839135876,0.1925868274300015,0.1565312930976759,0.0776528066949539,32,2000,20260919,2000,ok,-0.040745598688955414,0.2205893217608006,0.8841232973704555,0.19413201673738475
any_uf,1000,CE,income_pc,W,128,ok,0.19363513129886484,0.028523370321803836,0.020803655538830575,0.3552293669167939,0.1407081760269935,0.11314661536277068,32,2000,20260919,2000,ok,0.026236914492889642,0.3586041033257809,0.09614359268657778,0.25159686190986574
any_uf,1000,CE,illiteracy_10plus,hypertension,128,ok,-0.15506717281889207,0.08050510789042799,-0.3199871860878627,0.018973905790892642,-0.1320221307154439,0.137406674087586,32,2000,20260919,2000,ok,-0.3760566978013375,0.05586972502605413,0.19066999237206628,0.274813348175172
