territory,year,diagnosis,outcome,cases,percent_of_outcome
PI,2022,O035,W,4,0.11176306230790724
PI,2022,O036,W,18,0.5029337803855826
PI,2022,O040,W,12,0.3352891869237217
PI,2022,O041,W,35,0.9779267951941883
PI,2022,O050,W,1,0.02794076557697681
PI,2022,O051,W,1,0.02794076557697681
PI,2022,O060,W,5,0.13970382788488406
PI,2022,O061,W,289,8.074881251746298
PI,2022,O080,W,6,0.16764459346186086
PI,2022,O081,W,2,0.05588153115395362
PI,2022,O083,W,1,0.02794076557697681
PI,2022,O140,W,211,5.895501536742107
PI,2022,O141,W,1838,51.355127130483375
PI,2022,O149,W,243,6.789606035205365
PI,2022,O150,W,34,0.9499860296172115
PI,2022,O151,W,37,1.033808326348142
PI,2022,O152,W,8,0.22352612461581448
PI,2022,O159,W,23,0.6426376082704666
PI,2022,O411,W,2,0.05588153115395362
PI,2022,O441,W,27,0.7544006705783739
PI,2022,O450,W,33,0.9220452640402347
PI,2022,O458,W,25,0.6985191394244202
PI,2022,O459,W,155,4.330818664431406
PI,2022,O46,W,1,0.02794076557697681
PI,2022,O678,W,1,0.02794076557697681
PI,2022,O694,W,1,0.02794076557697681
PI,2022,O710,W,1,0.02794076557697681
PI,2022,O711,W,1,0.02794076557697681
PI,2022,O720,W,4,0.11176306230790724
PI,2022,O721,W,22,0.6146968426934898
PI,2022,O722,W,10,0.2794076557697681
PI,2022,O85,W,142,3.967588711930707
PI,2022,O86,W,1,0.02794076557697681
PI,2022,O860,W,61,1.7043867001955855
PI,2022,O868,W,11,0.3073484213467449
PI,2022,O900,W,1,0.02794076557697681
PI,2022,O031,hemorrhage,292,31.87772925764192
PI,2022,O036,hemorrhage,18,1.965065502183406
PI,2022,O041,hemorrhage,35,3.8209606986899565
PI,2022,O051,hemorrhage,1,0.1091703056768559
PI,2022,O061,hemorrhage,289,31.550218340611355
PI,2022,O081,hemorrhage,2,0.2183406113537118
PI,2022,O441,hemorrhage,27,2.947598253275109
PI,2022,O450,hemorrhage,33,3.6026200873362444
PI,2022,O458,hemorrhage,25,2.7292576419213974
PI,2022,O459,hemorrhage,155,16.921397379912662
PI,2022,O46,hemorrhage,1,0.1091703056768559
PI,2022,O678,hemorrhage,1,0.1091703056768559
PI,2022,O694,hemorrhage,1,0.1091703056768559
PI,2022,O720,hemorrhage,4,0.4366812227074236
PI,2022,O721,hemorrhage,22,2.4017467248908297
PI,2022,O722,hemorrhage,10,1.091703056768559
PI,2022,O140,hypertension,211,8.813700918964077
PI,2022,O141,hypertension,1838,76.77527151211362
PI,2022,O149,hypertension,243,10.150375939849624
PI,2022,O150,hypertension,34,1.4202172096908938
PI,2022,O151,hypertension,37,1.545530492898914
PI,2022,O152,hypertension,8,0.3341687552213868
PI,2022,O159,hypertension,23,0.960735171261487
PI,2023,O030,W,25,0.6881365262868153
PI,2023,O031,W,161,4.431599229287091
PI,2023,O035,W,13,0.35783099366914395
PI,2023,O036,W,21,0.5780346820809249
PI,2023,O040,W,7,0.1926782273603083
PI,2023,O041,W,21,0.5780346820809249
PI,2023,O045,W,1,0.027525461051472612
PI,2023,O046,W,1,0.027525461051472612
PI,2023,O050,W,1,0.027525461051472612
PI,2023,O051,W,4,0.11010184420589045
PI,2023,O056,W,1,0.027525461051472612
PI,2023,O060,W,9,0.2477291494632535
PI,2023,O061,W,286,7.872281860721167
PI,2023,O065,W,4,0.11010184420589045
PI,2023,O066,W,1,0.027525461051472612
PI,2023,O080,W,5,0.13762730525736305
PI,2023,O081,W,3,0.08257638315441784
PI,2023,O083,W,1,0.027525461051472612
PI,2023,O11,W,3,0.08257638315441784
PI,2023,O140,W,314,8.6429947701624
PI,2023,O141,W,1728,47.56399669694467
PI,2023,O149,W,415,11.423066336361135
PI,2023,O150,W,41,1.128543903110377
PI,2023,O151,W,48,1.3212221304706855
PI,2023,O152,W,9,0.2477291494632535
PI,2023,O159,W,17,0.4679328378750344
PI,2023,O441,W,18,0.495458298926507
PI,2023,O450,W,33,0.9083402146985962
PI,2023,O458,W,26,0.7156619873382879
PI,2023,O459,W,130,3.5783099366914395
PI,2023,O46,W,1,0.027525461051472612
PI,2023,O679,W,2,0.055050922102945224
PI,2023,O710,W,3,0.08257638315441784
PI,2023,O711,W,6,0.16515276630883569
PI,2023,O72,W,1,0.027525461051472612
PI,2023,O720,W,4,0.11010184420589045
PI,2023,O721,W,15,0.41288191577208916
PI,2023,O722,W,8,0.2202036884117809
PI,2023,O85,W,138,3.7985136251032205
PI,2023,O860,W,82,2.257087806220754
PI,2023,O868,W,16,0.4404073768235618
PI,2023,O900,W,10,0.2752546105147261
PI,2023,O031,hemorrhage,161,21.845318860244234
PI,2023,O036,hemorrhage,21,2.8493894165535956
PI,2023,O041,hemorrhage,21,2.8493894165535956
PI,2023,O046,hemorrhage,1,0.13568521031207598
PI,2023,O051,hemorrhage,4,0.5427408412483039
PI,2023,O056,hemorrhage,1,0.13568521031207598
PI,2023,O061,hemorrhage,286,38.80597014925373
PI,2023,O066,hemorrhage,1,0.13568521031207598
PI,2023,O081,hemorrhage,3,0.40705563093622793
PI,2023,O441,hemorrhage,18,2.4423337856173677
PI,2023,O450,hemorrhage,33,4.477611940298507
PI,2023,O458,hemorrhage,26,3.5278154681139755
PI,2023,O459,hemorrhage,130,17.639077340569877
PI,2023,O46,hemorrhage,1,0.13568521031207598
PI,2023,O679,hemorrhage,2,0.27137042062415195
PI,2023,O72,hemorrhage,1,0.13568521031207598
PI,2023,O720,hemorrhage,4,0.5427408412483039
PI,2023,O721,hemorrhage,15,2.03527815468114
PI,2023,O722,hemorrhage,8,1.0854816824966078
PI,2023,O11,hypertension,3,0.11650485436893204
PI,2023,O140,hypertension,314,12.194174757281553
PI,2023,O141,hypertension,1728,67.10679611650485
PI,2023,O149,hypertension,415,16.116504854368934
PI,2023,O150,hypertension,41,1.5922330097087378
PI,2023,O151,hypertension,48,1.8640776699029127
PI,2023,O152,hypertension,9,0.34951456310679613
PI,2023,O159,hypertension,17,0.6601941747572816
PI,2024,O030,W,19,0.5488157134604275
PI,2024,O031,W,237,6.845753899480069
PI,2024,O035,W,17,0.49104563835932985
PI,2024,O036,W,28,0.8087810514153668
PI,2024,O040,W,19,0.5488157134604275
PI,2024,O041,W,9,0.25996533795493937
PI,2024,O045,W,1,0.028885037550548817
PI,2024,O046,W,2,0.057770075101097634
PI,2024,O050,W,3,0.08665511265164645
PI,2024,O051,W,7,0.2021952628538417
PI,2024,O056,W,1,0.028885037550548817
PI,2024,O060,W,4,0.11554015020219527
PI,2024,O061,W,216,6.239168110918544
PI,2024,O065,W,2,0.057770075101097634
PI,2024,O081,W,7,0.2021952628538417
PI,2024,O11,W,13,0.3755054881571346
PI,2024,O140,W,241,6.961294049682264
PI,2024,O141,W,1597,46.12940496822646
PI,2024,O149,W,522,15.077989601386482
PI,2024,O15,W,2,0.057770075101097634
PI,2024,O150,W,32,0.9243212016175621
PI,2024,O151,W,22,0.635470826112074
PI,2024,O152,W,10,0.28885037550548814
PI,2024,O159,W,11,0.317735413056037
PI,2024,O411,W,3,0.08665511265164645
PI,2024,O441,W,16,0.4621606008087811
PI,2024,O450,W,21,0.6065857885615251
PI,2024,O458,W,22,0.635470826112074
PI,2024,O459,W,102,2.946273830155979
PI,2024,O694,W,1,0.028885037550548817
PI,2024,O711,W,7,0.2021952628538417
PI,2024,O72,W,1,0.028885037550548817
PI,2024,O720,W,5,0.14442518775274407
PI,2024,O721,W,25,0.7221259387637204
PI,2024,O722,W,11,0.317735413056037
PI,2024,O85,W,152,4.39052570768342
PI,2024,O86,W,2,0.057770075101097634
PI,2024,O860,W,55,1.588677065280185
PI,2024,O868,W,11,0.317735413056037
PI,2024,O900,W,6,0.1733102253032929
PI,2024,O031,hemorrhage,237,33.333333333333336
PI,2024,O036,hemorrhage,28,3.938115330520394
PI,2024,O041,hemorrhage,9,1.2658227848101267
PI,2024,O046,hemorrhage,2,0.2812939521800281
PI,2024,O051,hemorrhage,7,0.9845288326300985
PI,2024,O056,hemorrhage,1,0.14064697609001406
PI,2024,O061,hemorrhage,216,30.379746835443036
PI,2024,O081,hemorrhage,7,0.9845288326300985
PI,2024,O441,hemorrhage,16,2.250351617440225
PI,2024,O450,hemorrhage,21,2.9535864978902953
PI,2024,O458,hemorrhage,22,3.0942334739803092
PI,2024,O459,hemorrhage,102,14.345991561181435
PI,2024,O694,hemorrhage,1,0.14064697609001406
PI,2024,O72,hemorrhage,1,0.14064697609001406
PI,2024,O720,hemorrhage,5,0.7032348804500703
PI,2024,O721,hemorrhage,25,3.5161744022503516
PI,2024,O722,hemorrhage,11,1.5471167369901546
PI,2024,O11,hypertension,13,0.5306122448979592
PI,2024,O140,hypertension,241,9.83673469387755
PI,2024,O141,hypertension,1597,65.18367346938776
PI,2024,O149,hypertension,522,21.306122448979593
PI,2024,O15,hypertension,2,0.08163265306122448
PI,2024,O150,hypertension,32,1.3061224489795917
PI,2024,O151,hypertension,22,0.8979591836734694
PI,2024,O152,hypertension,10,0.40816326530612246
PI,2024,O159,hypertension,11,0.4489795918367347
PI,2025,O030,W,34,0.9574767671078569
PI,2025,O031,W,138,3.886229231202478
PI,2025,O035,W,17,0.47873838355392845
PI,2025,O036,W,33,0.9293156857223317
PI,2025,O040,W,13,0.36609405801182765
PI,2025,O041,W,2,0.056322162771050406
PI,2025,O050,W,13,0.36609405801182765
PI,2025,O051,W,5,0.14080540692762603
PI,2025,O055,W,2,0.056322162771050406
PI,2025,O060,W,29,0.8166713601802309
PI,2025,O061,W,57,1.6051816389749367
PI,2025,O066,W,1,0.028161081385525203
PI,2025,O081,W,8,0.22528865108420162
PI,2025,O11,W,11,0.30977189524077725
PI,2025,O140,W,362,10.194311461560124
PI,2025,O141,W,1622,45.677274007321884
PI,2025,O149,W,683,19.234018586313713
PI,2025,O15,W,3,0.08448324415657561
PI,2025,O150,W,23,0.6477048718670797
PI,2025,O151,W,16,0.45057730216840325
PI,2025,O152,W,10,0.28161081385525205
PI,2025,O159,W,4,0.11264432554210081
PI,2025,O411,W,4,0.11264432554210081
PI,2025,O441,W,19,0.5350605463249789
PI,2025,O450,W,16,0.45057730216840325
PI,2025,O458,W,24,0.6758659532526049
PI,2025,O459,W,92,2.590819487468319
PI,2025,O469,W,1,0.028161081385525203
PI,2025,O670,W,1,0.028161081385525203
PI,2025,O678,W,1,0.028161081385525203
PI,2025,O679,W,2,0.056322162771050406
PI,2025,O694,W,2,0.056322162771050406
PI,2025,O710,W,1,0.028161081385525203
PI,2025,O711,W,3,0.08448324415657561
PI,2025,O72,W,1,0.028161081385525203
PI,2025,O720,W,10,0.28161081385525205
PI,2025,O721,W,12,0.33793297662630245
PI,2025,O722,W,7,0.19712756969867642
PI,2025,O85,W,194,5.46324978879189
PI,2025,O86,W,1,0.028161081385525203
PI,2025,O860,W,50,1.4080540692762602
PI,2025,O868,W,18,0.5068994649394537
PI,2025,O883,W,1,0.028161081385525203
PI,2025,O900,W,5,0.14080540692762603
PI,2025,O031,hemorrhage,138,31.944444444444443
PI,2025,O036,hemorrhage,33,7.638888888888889
PI,2025,O041,hemorrhage,2,0.46296296296296297
PI,2025,O051,hemorrhage,5,1.1574074074074074
PI,2025,O061,hemorrhage,57,13.194444444444445
PI,2025,O066,hemorrhage,1,0.23148148148148148
PI,2025,O081,hemorrhage,8,1.8518518518518519
PI,2025,O441,hemorrhage,19,4.398148148148148
PI,2025,O450,hemorrhage,16,3.7037037037037037
PI,2025,O458,hemorrhage,24,5.555555555555555
PI,2025,O459,hemorrhage,92,21.296296296296298
PI,2025,O469,hemorrhage,1,0.23148148148148148
PI,2025,O670,hemorrhage,1,0.23148148148148148
PI,2025,O678,hemorrhage,1,0.23148148148148148
PI,2025,O679,hemorrhage,2,0.46296296296296297
PI,2025,O694,hemorrhage,2,0.46296296296296297
PI,2025,O72,hemorrhage,1,0.23148148148148148
PI,2025,O720,hemorrhage,10,2.314814814814815
PI,2025,O721,hemorrhage,12,2.7777777777777777
PI,2025,O722,hemorrhage,7,1.6203703703703705
PI,2025,O11,hypertension,11,0.4023408924652524
PI,2025,O140,hypertension,362,13.24067300658376
PI,2025,O141,hypertension,1622,59.326993416239944
PI,2025,O149,hypertension,683,24.981711777615217
PI,2025,O15,hypertension,3,0.1097293343087052
PI,2025,O150,hypertension,23,0.8412582297000731
PI,2025,O151,hypertension,16,0.5852231163130943
PI,2025,O152,hypertension,10,0.365764447695684
PI,2025,O159,hypertension,4,0.14630577907827358
RN,2008,O030,W,4,0.2822865208186309
RN,2008,O031,W,32,2.2582921665490474
RN,2008,O035,W,9,0.6351446718419196
RN,2008,O036,W,3,0.2117148906139732
RN,2008,O040,W,4,0.2822865208186309
RN,2008,O046,W,1,0.07057163020465773
RN,2008,O050,W,3,0.2117148906139732
RN,2008,O051,W,2,0.14114326040931546
RN,2008,O081,W,4,0.2822865208186309
RN,2008,O11,W,9,0.6351446718419196
RN,2008,O140,W,28,1.9760056457304165
RN,2008,O141,W,509,35.92095977417078
RN,2008,O149,W,43,3.0345800988002822
RN,2008,O150,W,174,12.279463655610444
RN,2008,O151,W,20,1.4114326040931546
RN,2008,O152,W,4,0.2822865208186309
RN,2008,O159,W,2,0.14114326040931546
RN,2008,O411,W,1,0.07057163020465773
RN,2008,O441,W,11,0.776287932251235
RN,2008,O450,W,7,0.4940014114326041
RN,2008,O458,W,25,1.7642907551164433
RN,2008,O459,W,104,7.339449541284404
RN,2008,O694,W,231,16.302046577275934
RN,2008,O711,W,1,0.07057163020465773
RN,2008,O720,W,1,0.07057163020465773
RN,2008,O721,W,5,0.35285815102328866
RN,2008,O722,W,4,0.2822865208186309
RN,2008,O85,W,80,5.6457304163726185
RN,2008,O860,W,83,5.857445306986591
RN,2008,O868,W,4,0.2822865208186309
RN,2008,O900,W,9,0.6351446718419196
RN,2008,O031,hemorrhage,32,7.441860465116279
RN,2008,O036,hemorrhage,3,0.6976744186046512
RN,2008,O046,hemorrhage,1,0.23255813953488372
RN,2008,O051,hemorrhage,2,0.46511627906976744
RN,2008,O081,hemorrhage,4,0.9302325581395349
RN,2008,O441,hemorrhage,11,2.558139534883721
RN,2008,O450,hemorrhage,7,1.627906976744186
RN,2008,O458,hemorrhage,25,5.813953488372093
RN,2008,O459,hemorrhage,104,24.186046511627907
RN,2008,O694,hemorrhage,231,53.72093023255814
RN,2008,O720,hemorrhage,1,0.23255813953488372
RN,2008,O721,hemorrhage,5,1.1627906976744187
RN,2008,O722,hemorrhage,4,0.9302325581395349
RN,2008,O11,hypertension,9,1.1406844106463878
RN,2008,O140,hypertension,28,3.5487959442332064
RN,2008,O141,hypertension,509,64.51204055766793
RN,2008,O149,hypertension,43,5.449936628643853
RN,2008,O150,hypertension,174,22.0532319391635
RN,2008,O151,hypertension,20,2.534854245880862
RN,2008,O152,hypertension,4,0.5069708491761724
RN,2008,O159,hypertension,2,0.2534854245880862
RN,2009,O030,W,8,0.4990642545227698
RN,2009,O031,W,8,0.4990642545227698
RN,2009,O035,W,1,0.06238303181534623
RN,2009,O036,W,1,0.06238303181534623
RN,2009,O041,W,13,0.810979413599501
RN,2009,O050,W,1,0.06238303181534623
RN,2009,O051,W,2,0.12476606363069245
RN,2009,O055,W,1,0.06238303181534623
RN,2009,O061,W,8,0.4990642545227698
RN,2009,O066,W,1,0.06238303181534623
RN,2009,O080,W,5,0.3119151590767311
RN,2009,O081,W,2,0.12476606363069245
RN,2009,O11,W,6,0.37429819089207733
RN,2009,O140,W,43,2.682470368059888
RN,2009,O141,W,625,38.98939488459139
RN,2009,O149,W,300,18.714909544603866
RN,2009,O150,W,82,5.115408608858391
RN,2009,O151,W,18,1.122894572676232
RN,2009,O152,W,10,0.6238303181534622
RN,2009,O159,W,6,0.37429819089207733
RN,2009,O441,W,10,0.6238303181534622
RN,2009,O458,W,31,1.933873986275733
RN,2009,O459,W,71,4.429195258889582
RN,2009,O694,W,139,8.671241422333125
RN,2009,O710,W,1,0.06238303181534623
RN,2009,O720,W,1,0.06238303181534623
RN,2009,O721,W,11,0.6862133499688085
RN,2009,O722,W,1,0.06238303181534623
RN,2009,O85,W,72,4.491578290704928
RN,2009,O860,W,113,7.049282595134123
RN,2009,O868,W,11,0.6862133499688085
RN,2009,O900,W,1,0.06238303181534623
RN,2009,O031,hemorrhage,8,2.6755852842809364
RN,2009,O036,hemorrhage,1,0.33444816053511706
RN,2009,O041,hemorrhage,13,4.3478260869565215
RN,2009,O051,hemorrhage,2,0.6688963210702341
RN,2009,O061,hemorrhage,8,2.6755852842809364
RN,2009,O066,hemorrhage,1,0.33444816053511706
RN,2009,O081,hemorrhage,2,0.6688963210702341
RN,2009,O441,hemorrhage,10,3.3444816053511706
RN,2009,O458,hemorrhage,31,10.367892976588628
RN,2009,O459,hemorrhage,71,23.745819397993312
RN,2009,O694,hemorrhage,139,46.48829431438127
RN,2009,O720,hemorrhage,1,0.33444816053511706
RN,2009,O721,hemorrhage,11,3.678929765886288
RN,2009,O722,hemorrhage,1,0.33444816053511706
RN,2009,O11,hypertension,6,0.5504587155963303
RN,2009,O140,hypertension,43,3.944954128440367
RN,2009,O141,hypertension,625,57.3394495412844
RN,2009,O149,hypertension,300,27.522935779816514
RN,2009,O150,hypertension,82,7.522935779816514
RN,2009,O151,hypertension,18,1.651376146788991
RN,2009,O152,hypertension,10,0.9174311926605505
RN,2009,O159,hypertension,6,0.5504587155963303
RN,2010,O030,W,5,0.23277467411545624
RN,2010,O031,W,8,0.37243947858473
RN,2010,O035,W,1,0.04655493482309125
RN,2010,O036,W,2,0.0931098696461825
RN,2010,O060,W,1,0.04655493482309125
RN,2010,O065,W,2,0.0931098696461825
RN,2010,O066,W,1,0.04655493482309125
RN,2010,O11,W,10,0.4655493482309125
RN,2010,O140,W,59,2.7467411545623834
RN,2010,O141,W,724,33.70577281191807
RN,2010,O149,W,726,33.798882681564244
RN,2010,O150,W,49,2.281191806331471
RN,2010,O151,W,19,0.8845437616387337
RN,2010,O152,W,5,0.23277467411545624
RN,2010,O441,W,18,0.8379888268156425
RN,2010,O458,W,30,1.3966480446927374
RN,2010,O459,W,32,1.48975791433892
RN,2010,O694,W,204,9.497206703910615
RN,2010,O720,W,2,0.0931098696461825
RN,2010,O721,W,30,1.3966480446927374
RN,2010,O722,W,4,0.186219739292365
RN,2010,O85,W,65,3.026070763500931
RN,2010,O860,W,135,6.284916201117318
RN,2010,O868,W,10,0.4655493482309125
RN,2010,O900,W,6,0.27932960893854747
RN,2010,O031,hemorrhage,8,2.416918429003021
RN,2010,O036,hemorrhage,2,0.6042296072507553
RN,2010,O066,hemorrhage,1,0.3021148036253776
RN,2010,O441,hemorrhage,18,5.438066465256798
RN,2010,O458,hemorrhage,30,9.06344410876133
RN,2010,O459,hemorrhage,32,9.667673716012084
RN,2010,O694,hemorrhage,204,61.631419939577036
RN,2010,O720,hemorrhage,2,0.6042296072507553
RN,2010,O721,hemorrhage,30,9.06344410876133
RN,2010,O722,hemorrhage,4,1.2084592145015105
RN,2010,O11,hypertension,10,0.628140703517588
RN,2010,O140,hypertension,59,3.7060301507537687
RN,2010,O141,hypertension,724,45.47738693467337
RN,2010,O149,hypertension,726,45.60301507537689
RN,2010,O150,hypertension,49,3.077889447236181
RN,2010,O151,hypertension,19,1.193467336683417
RN,2010,O152,hypertension,5,0.314070351758794
RN,2011,O030,W,24,0.9905076351630211
RN,2011,O031,W,1,0.041271151465125874
RN,2011,O035,W,9,0.3714403631861329
RN,2011,O036,W,7,0.28889806025588116
RN,2011,O041,W,1,0.041271151465125874
RN,2011,O050,W,1,0.041271151465125874
RN,2011,O051,W,1,0.041271151465125874
RN,2011,O061,W,1,0.041271151465125874
RN,2011,O080,W,1,0.041271151465125874
RN,2011,O081,W,1,0.041271151465125874
RN,2011,O11,W,3,0.12381345439537764
RN,2011,O140,W,23,0.9492364836978952
RN,2011,O141,W,803,33.14073462649608
RN,2011,O149,W,940,38.79488237721832
RN,2011,O150,W,78,3.2191498142798185
RN,2011,O151,W,18,0.7428807263722658
RN,2011,O152,W,4,0.1650846058605035
RN,2011,O159,W,7,0.28889806025588116
RN,2011,O441,W,14,0.5777961205117623
RN,2011,O450,W,1,0.041271151465125874
RN,2011,O458,W,47,1.9397441188609161
RN,2011,O459,W,69,2.8477094510936856
RN,2011,O694,W,59,2.434997936442427
RN,2011,O721,W,75,3.0953363598844406
RN,2011,O722,W,2,0.08254230293025175
RN,2011,O85,W,55,2.269913330581923
RN,2011,O860,W,167,6.892282294676021
RN,2011,O868,W,8,0.330169211721007
RN,2011,O900,W,3,0.12381345439537764
RN,2011,O031,hemorrhage,1,0.35842293906810035
RN,2011,O036,hemorrhage,7,2.5089605734767026
RN,2011,O041,hemorrhage,1,0.35842293906810035
RN,2011,O051,hemorrhage,1,0.35842293906810035
RN,2011,O061,hemorrhage,1,0.35842293906810035
RN,2011,O081,hemorrhage,1,0.35842293906810035
RN,2011,O441,hemorrhage,14,5.017921146953405
RN,2011,O450,hemorrhage,1,0.35842293906810035
RN,2011,O458,hemorrhage,47,16.845878136200717
RN,2011,O459,hemorrhage,69,24.731182795698924
RN,2011,O694,hemorrhage,59,21.14695340501792
RN,2011,O721,hemorrhage,75,26.881720430107528
RN,2011,O722,hemorrhage,2,0.7168458781362007
RN,2011,O11,hypertension,3,0.15991471215351813
RN,2011,O140,hypertension,23,1.2260127931769722
RN,2011,O141,hypertension,803,42.80383795309169
RN,2011,O149,hypertension,940,50.10660980810235
RN,2011,O150,hypertension,78,4.157782515991471
RN,2011,O151,hypertension,18,0.9594882729211087
RN,2011,O152,hypertension,4,0.21321961620469082
RN,2011,O159,hypertension,7,0.373134328358209
RN,2012,O030,W,14,0.5113221329437546
RN,2012,O031,W,2,0.07304601899196493
RN,2012,O035,W,7,0.2556610664718773
RN,2012,O041,W,1,0.036523009495982466
RN,2012,O060,W,2,0.07304601899196493
RN,2012,O061,W,1,0.036523009495982466
RN,2012,O065,W,1,0.036523009495982466
RN,2012,O080,W,1,0.036523009495982466
RN,2012,O081,W,1,0.036523009495982466
RN,2012,O11,W,8,0.2921840759678597
RN,2012,O140,W,38,1.3878743608473338
RN,2012,O141,W,894,32.65157048940833
RN,2012,O149,W,1023,37.363038714390065
RN,2012,O150,W,231,8.43681519357195
RN,2012,O151,W,19,0.6939371804236669
RN,2012,O152,W,11,0.40175310445580714
RN,2012,O159,W,2,0.07304601899196493
RN,2012,O411,W,2,0.07304601899196493
RN,2012,O441,W,10,0.36523009495982467
RN,2012,O458,W,29,1.0591672753834915
RN,2012,O459,W,96,3.506208911614317
RN,2012,O469,W,1,0.036523009495982466
RN,2012,O670,W,1,0.036523009495982466
RN,2012,O711,W,1,0.036523009495982466
RN,2012,O720,W,2,0.07304601899196493
RN,2012,O721,W,48,1.7531044558071585
RN,2012,O722,W,5,0.18261504747991233
RN,2012,O85,W,79,2.885317750182615
RN,2012,O860,W,167,6.099342585829072
RN,2012,O868,W,6,0.2191380569758948
RN,2012,O900,W,35,1.2783053323593865
RN,2012,O031,hemorrhage,2,1.015228426395939
RN,2012,O041,hemorrhage,1,0.5076142131979695
RN,2012,O061,hemorrhage,1,0.5076142131979695
RN,2012,O081,hemorrhage,1,0.5076142131979695
RN,2012,O441,hemorrhage,10,5.0761421319796955
RN,2012,O458,hemorrhage,29,14.720812182741117
RN,2012,O459,hemorrhage,96,48.73096446700507
RN,2012,O469,hemorrhage,1,0.5076142131979695
RN,2012,O670,hemorrhage,1,0.5076142131979695
RN,2012,O720,hemorrhage,2,1.015228426395939
RN,2012,O721,hemorrhage,48,24.365482233502537
RN,2012,O722,hemorrhage,5,2.5380710659898478
RN,2012,O11,hypertension,8,0.35938903863432164
RN,2012,O140,hypertension,38,1.7070979335130279
RN,2012,O141,hypertension,894,40.16172506738545
RN,2012,O149,hypertension,1023,45.95687331536388
RN,2012,O150,hypertension,231,10.377358490566039
RN,2012,O151,hypertension,19,0.8535489667565139
RN,2012,O152,hypertension,11,0.4941599281221923
RN,2012,O159,hypertension,2,0.08984725965858041
RN,2013,O030,W,24,0.9921455146754857
RN,2013,O036,W,2,0.0826787928896238
RN,2013,O050,W,4,0.1653575857792476
RN,2013,O060,W,1,0.0413393964448119
RN,2013,O061,W,1,0.0413393964448119
RN,2013,O065,W,3,0.12401818933443572
RN,2013,O066,W,1,0.0413393964448119
RN,2013,O080,W,1,0.0413393964448119
RN,2013,O11,W,8,0.3307151715584952
RN,2013,O140,W,33,1.3642000826787928
RN,2013,O141,W,824,34.06366267052501
RN,2013,O149,W,758,31.335262505167425
RN,2013,O150,W,339,14.014055394791235
RN,2013,O151,W,16,0.6614303431169904
RN,2013,O152,W,9,0.37205456800330716
RN,2013,O159,W,2,0.0826787928896238
RN,2013,O441,W,9,0.37205456800330716
RN,2013,O450,W,9,0.37205456800330716
RN,2013,O458,W,27,1.1161637040099215
RN,2013,O459,W,73,3.017775940471269
RN,2013,O469,W,1,0.0413393964448119
RN,2013,O711,W,3,0.12401818933443572
RN,2013,O721,W,8,0.3307151715584952
RN,2013,O722,W,8,0.3307151715584952
RN,2013,O85,W,53,2.190988011575031
RN,2013,O860,W,184,7.606448945845391
RN,2013,O868,W,11,0.454733360892931
RN,2013,O900,W,7,0.28937577511368334
RN,2013,O036,hemorrhage,2,1.4388489208633093
RN,2013,O061,hemorrhage,1,0.7194244604316546
RN,2013,O066,hemorrhage,1,0.7194244604316546
RN,2013,O441,hemorrhage,9,6.474820143884892
RN,2013,O450,hemorrhage,9,6.474820143884892
RN,2013,O458,hemorrhage,27,19.424460431654676
RN,2013,O459,hemorrhage,73,52.51798561151079
RN,2013,O469,hemorrhage,1,0.7194244604316546
RN,2013,O721,hemorrhage,8,5.755395683453237
RN,2013,O722,hemorrhage,8,5.755395683453237
RN,2013,O11,hypertension,8,0.4022121669180493
RN,2013,O140,hypertension,33,1.6591251885369533
RN,2013,O141,hypertension,824,41.42785319255908
RN,2013,O149,hypertension,758,38.10960281548517
RN,2013,O150,hypertension,339,17.043740573152338
RN,2013,O151,hypertension,16,0.8044243338360986
RN,2013,O152,hypertension,9,0.45248868778280543
RN,2013,O159,hypertension,2,0.10055304172951232
RN,2014,O030,W,9,0.40431266846361186
RN,2014,O031,W,6,0.2695417789757412
RN,2014,O035,W,3,0.1347708894878706
RN,2014,O045,W,6,0.2695417789757412
RN,2014,O050,W,5,0.22461814914645103
RN,2014,O055,W,3,0.1347708894878706
RN,2014,O056,W,1,0.044923629829290206
RN,2014,O060,W,1,0.044923629829290206
RN,2014,O061,W,3,0.1347708894878706
RN,2014,O065,W,1,0.044923629829290206
RN,2014,O080,W,1,0.044923629829290206
RN,2014,O11,W,8,0.35938903863432164
RN,2014,O140,W,35,1.5723270440251573
RN,2014,O141,W,1219,54.76190476190476
RN,2014,O149,W,383,17.20575022461815
RN,2014,O150,W,112,5.031446540880503
RN,2014,O151,W,22,0.9883198562443846
RN,2014,O152,W,5,0.22461814914645103
RN,2014,O159,W,1,0.044923629829290206
RN,2014,O411,W,1,0.044923629829290206
RN,2014,O441,W,11,0.4941599281221923
RN,2014,O458,W,16,0.7187780772686433
RN,2014,O459,W,97,4.35759209344115
RN,2014,O469,W,5,0.22461814914645103
RN,2014,O670,W,1,0.044923629829290206
RN,2014,O694,W,1,0.044923629829290206
RN,2014,O711,W,4,0.17969451931716082
RN,2014,O720,W,3,0.1347708894878706
RN,2014,O721,W,4,0.17969451931716082
RN,2014,O722,W,4,0.17969451931716082
RN,2014,O85,W,43,1.9317160826594788
RN,2014,O860,W,179,8.041329739442947
RN,2014,O868,W,21,0.9433962264150944
RN,2014,O900,W,12,0.5390835579514824
RN,2014,O031,hemorrhage,6,3.9473684210526314
RN,2014,O056,hemorrhage,1,0.6578947368421053
