care,minimum_admissions,territory,indicator,outcome,n,status,pearson_r,pearson_p,pearson_ci_low,pearson_ci_high,spearman_rho,spearman_p,blocks,bootstrap_repetitions,bootstrap_seed,bootstrap_valid,block_status,block_ci_low,block_ci_high,pearson_q_bh,spearman_q_bh,period,census_year
any_uf,1,AL,income_pc,hemorrhage,102,ok,-0.06357130268912674,0.525579491999982,-0.25489492784132867,0.1325422166110636,0.009217736556211454,0.9267384259749009,13,2000,20260919,2000,ok,-0.238663685893145,0.14723891005246065,0.6392183010810591,0.9616572288103595,2008-2012,2010
any_uf,1,AL,income_pc,W,102,ok,0.12657920017782245,0.20489161917120682,-0.06960923073203332,0.31334075169040515,0.130612775726459,0.19071060275361945,13,2000,20260919,2000,ok,-0.2067340761855124,0.3592107704575025,0.31876773978309025,0.3502847805678725,2008-2012,2010
any_uf,1,AL,illiteracy_15plus,hypertension,102,ok,-0.27059662456947836,0.005946329318865191,-0.4418210212869565,-0.08035009101018105,-0.24183634811225266,0.014333675920165797,13,2000,20260919,2000,ok,-0.46738172631209574,0.04406752682271219,0.0315092231270639,0.05375128470062174,2008-2012,2010
any_uf,1,AL,illiteracy_15plus,hemorrhage,102,ok,0.008316119793007152,0.9338873261697587,-0.18646033502163778,0.20246357708903664,-0.09862412609836058,0.3240419863297107,13,2000,20260919,2000,ok,-0.23288047056532804,0.17840335517849581,0.9660903374169918,0.5028237718909304,2008-2012,2010
any_uf,1,AL,illiteracy_15plus,W,102,ok,-0.1854155206006507,0.062077950770613545,-0.3666688292837008,0.009398265177222968,-0.22323311714381036,0.024114632016428418,13,2000,20260919,2000,ok,-0.4360820921133759,0.032109966522749736,0.15962901626729198,0.07483851315443302,2008-2012,2010
any_uf,1,AL,sewer_septic,hypertension,102,ok,0.2705684019945147,0.005951742146223181,0.08031983541517007,0.44179651326483954,0.29320162170414643,0.002783235802152272,13,2000,20260919,2000,ok,-0.013248425406386407,0.4397170512419765,0.0315092231270639,0.01391617901076136,2008-2012,2010
any_uf,1,AL,sewer_septic,hemorrhage,102,ok,0.20473206332034138,0.03900565424241106,0.010682492507779343,0.38392104885768014,0.2544547693762519,0.009856518326078118,13,2000,20260919,2000,ok,0.02344841718452863,0.47482883463298176,0.11324222199409661,0.03922282426245203,2008-2012,2010
any_uf,1,AL,sewer_septic,W,102,ok,0.3256359874257418,0.0008385484114112381,0.14002884045651387,0.4891349348916728,0.39125026151958425,4.7815533540155763e-05,13,2000,20260919,2000,ok,0.1464135482133708,0.503568959758981,0.007546935702701143,0.0005379247523267524,2008-2012,2010
any_uf,1,BA,income_pc,hypertension,417,ok,0.17027113949933745,0.0004791820384808249,0.07547510450185958,0.26201699787743743,0.18824220798101923,0.00011013654407737399,32,2000,20260919,2000,ok,0.052931947957419886,0.2912101544007012,0.006557996238306773,0.00110136544077374,2008-2012,2010
any_uf,1,BA,income_pc,hemorrhage,417,ok,0.02598421091410108,0.5967297105450919,-0.07022115025297906,0.12171065090935661,0.01021176967761862,0.8352994716408013,32,2000,20260919,2000,ok,-0.051011946620014355,0.10790707892617392,0.6974762850527049,0.9057464150321941,2008-2012,2010
any_uf,1,BA,income_pc,W,417,ok,0.13823894153849253,0.004683466503152658,0.042776665648199506,0.23119987948168108,0.1380189490349356,0.004750375610765674,32,2000,20260919,2000,ok,0.018547053510791014,0.2499872247358691,0.0315092231270639,0.022501779208890033,2008-2012,2010
any_uf,1,BA,illiteracy_15plus,hypertension,417,ok,-0.19035088348417273,9.182902729702628e-05,-0.2812401172847887,-0.09607697443663493,-0.17261461746468149,0.000398728598172428,32,2000,20260919,2000,ok,-0.31100548072245143,-0.06433508197103868,0.002066153114183091,0.003262324894138047,2008-2012,2010
any_uf,1,BA,illiteracy_15plus,hemorrhage,417,ok,-0.01013089980399421,0.836585381714828,-0.10605785972832892,0.08598289113839779,-0.04849730566264542,0.32317631485538234,32,2000,20260919,2000,ok,-0.08920864960724699,0.06837196234293871,0.8963414804087443,0.5028237718909304,2008-2012,2010
any_uf,1,BA,illiteracy_15plus,W,417,ok,-0.1542149800577176,0.0015851717819759612,-0.2465932506469794,-0.059059468005328734,-0.15229335927471624,0.001815925612696115,32,2000,20260919,2000,ok,-0.2608414135329936,-0.04350456016170554,0.012969587307076046,0.010214581571415646,2008-2012,2010
any_uf,1,BA,sewer_septic,hypertension,417,ok,0.16773843633747323,0.000582932998960602,0.07288227951508487,0.25958716107904484,0.18498746274463185,0.00014525183530809005,32,2000,20260919,2000,ok,0.02235445754528112,0.34180150727796504,0.006557996238306773,0.0013072665177728104,2008-2012,2010
any_uf,1,BA,sewer_septic,hemorrhage,417,ok,-0.01669105291714617,0.7339758906323282,-0.11254080815827655,0.07946646005226297,-0.03497053301978326,0.47634542356886195,32,2000,20260919,2000,ok,-0.14123119427913178,0.13700842129132706,0.8055832945964578,0.5954317794610774,2008-2012,2010
any_uf,1,BA,sewer_septic,W,417,ok,0.10287255605068933,0.03573011656838096,0.006910685165466121,0.19695698500160905,0.11192194160326323,0.022263833116697915,32,2000,20260919,2000,ok,-0.026205775821953728,0.26034162895132296,0.10719034970514288,0.07236910262557518,2008-2012,2010
any_uf,1,CE,income_pc,hypertension,184,ok,0.20224710196736237,0.005901074164893041,0.05932167737484205,0.3370470403385589,0.16203614073716627,0.027982649788773708,33,2000,20260919,2000,ok,0.05284274842201561,0.36676283284149475,0.0315092231270639,0.0812399509996656,2008-2012,2010
any_uf,1,CE,income_pc,hemorrhage,184,ok,0.0271034043796508,0.7149545654377231,-0.11802034548406745,0.17109359457621193,0.15557738335397053,0.034959217298103494,33,2000,20260919,2000,ok,-0.03582868094919775,0.20967391898420618,0.8043238861174384,0.09035861115307288,2008-2012,2010
any_uf,1,CE,income_pc,W,184,ok,0.1971922703891089,0.007296197661936046,0.054073765474016024,0.33237202956559686,0.156750089937647,0.03359286728572424,33,2000,20260919,2000,ok,0.0417632250816969,0.3537164776959172,0.03648098830968023,0.09035861115307288,2008-2012,2010
any_uf,1,CE,illiteracy_15plus,hypertension,184,ok,-0.1308703725807894,0.07660428985996226,-0.2704119907726707,0.01405676280311747,-0.10904630475541359,0.1406180463656257,33,2000,20260919,2000,ok,-0.33013367969872803,0.06201031922276104,0.17677913044606675,0.2751222646283981,2008-2012,2010
any_uf,1,CE,illiteracy_15plus,hemorrhage,184,ok,-0.051824203911351875,0.4847665878790919,-0.19502314172765828,0.09353806048369032,-0.08762211887767594,0.23691192890935314,33,2000,20260919,2000,ok,-0.16389868876402097,0.05254140652096147,0.6144928578749053,0.3932866495853103,2008-2012,2010
any_uf,1,CE,illiteracy_15plus,W,184,ok,-0.14844311756602555,0.04432400641522068,-0.28694235198242973,-0.003865101506625261,-0.11868582766658319,0.10857341842869908,33,2000,20260919,2000,ok,-0.33269703575935416,0.028038809465486435,0.12088365385969277,0.22208199224052083,2008-2012,2010
any_uf,1,CE,sewer_septic,hypertension,184,ok,0.16908718337948336,0.02176027639724356,0.025038621168443662,0.3062570517841277,0.12013837151008477,0.10428632067194292,33,2000,20260919,2000,ok,-0.07543432394188375,0.3679761277310472,0.07833699503007682,0.21931489510690058,2008-2012,2010
any_uf,1,CE,sewer_septic,hemorrhage,184,ok,-0.06911700822399335,0.3511944472396774,-0.21166171580615933,0.07630696473946755,-0.09510162116964753,0.19909211289997944,33,2000,20260919,2000,ok,-0.17649656533144767,0.01657371499196869,0.4938671914307964,0.3513390227646696,2008-2012,2010
any_uf,1,CE,sewer_septic,W,184,ok,0.14965790551968436,0.042595162366981694,0.005107465446576991,0.28808204096699896,0.09141800389127544,0.21713230271962,33,2000,20260919,2000,ok,-0.07641652144833452,0.3504950835202391,0.11979889415713602,0.3691387940568231,2008-2012,2010
any_uf,1,MA,income_pc,hypertension,217,ok,0.15843102617982377,0.019537006455029742,0.02579081425753283,0.28558934794939045,0.18739814424523168,0.0056197865952340425,21,2000,20260919,2000,ok,0.023423061963546054,0.2760737364080493,0.07326377420636153,0.024758835851273298,2008-2012,2010
