territory,region_code,region,year,n_months,months,admissions,deaths,pn_admissions,icu_admissions,icu_known,W,W_any,W_pn,W_icu,W_icu_known,M,M_any,M_pn,M_icu,M_icu_known,OMS,OMS_any,OMS_pn,OMS_icu,OMS_icu_known,union_cases,W_per_1000,W_pn_per_1000,W_any_per_1000,W_survivor_per_1000,W_standardized,M_per_1000,M_pn_per_1000,M_any_per_1000,M_survivor_per_1000,M_standardized,OMS_per_1000,OMS_pn_per_1000,OMS_any_per_1000,OMS_survivor_per_1000,OMS_standardized,pn_percent,value,indicator
2,2.0,Nordeste,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",947138.0,216.0,12803.0,1391.0,947138.0,25154.0,25540.0,73.0,432.0,25154.0,8409.0,10331.0,26.0,39.0,8409.0,17654.0,19782.0,42.0,209.0,17654.0,25689.0,26.557903916852666,5.701788643286729,26.965447484949394,26.563961973636687,27.272168719074863,8.878326072863722,2.0307740373349996,10.90759741452671,8.88035128553355,8.943145216622588,18.639311272486164,3.280481137233461,20.886079958781085,18.643563038983146,19.053654538385977,1.351756555010991,62.277695790289904,pnad_education
2,2.0,Nordeste,2003,12,"1,2,3,4,5,6,7,8,9,10,11,12",911492.0,235.0,43470.0,2293.0,911492.0,29050.0,29299.0,282.0,796.0,29050.0,9763.0,11140.0,28.0,67.0,9763.0,19129.0,20671.0,107.0,279.0,19129.0,29646.0,31.870822782865893,6.487232574189096,32.14400126386189,31.879041807086256,32.74168866021926,10.711010080176239,0.644122383252818,12.221719993154082,10.71377229475329,10.827959191890919,20.986470534025532,2.461467678858983,22.67820233200072,20.991882641230738,21.47505869863634,4.769103842930053,60.16030290364616,pnad_education
2,2.0,Nordeste,2004,12,"1,2,3,4,5,6,7,8,9,10,11,12",903719.0,229.0,59775.0,2519.0,903719.0,29737.0,29975.0,339.0,807.0,29737.0,9019.0,10237.0,25.0,88.0,9019.0,19761.0,21074.0,111.0,270.0,19761.0,30302.0,32.90513976136388,5.671267252195734,33.16849595947413,32.91347994997177,33.83094063108831,9.979872062001574,0.41823504809703055,11.327636134683457,9.982401576110416,10.086443084923552,21.86631021368368,1.8569636135508156,23.31919545788016,21.87185248314868,22.415097349422556,6.614334765563189,58.230238469918895,pnad_education
2,2.0,Nordeste,2005,12,"1,2,3,4,5,6,7,8,9,10,11,12",918037.0,234.0,74514.0,2384.0,918037.0,27967.0,28220.0,672.0,693.0,27967.0,6717.0,7903.0,49.0,67.0,6717.0,17541.0,18888.0,258.0,266.0,17541.0,28316.0,30.463913763824333,9.018439487881471,30.73950178478645,30.47168074194571,31.267525193030664,7.316698564436946,0.6575945459913574,8.608585492741579,7.318564005565465,7.343805639647442,19.10707302646843,3.4624365890973507,20.574334149930777,19.11194450225157,19.50300082634888,8.116666321727774,56.91722169362512,pnad_education
2,2.0,Nordeste,2006,12,"1,2,3,4,5,6,7,8,9,10,11,12",868011.0,198.0,101312.0,2218.0,868011.0,26097.0,26612.0,987.0,676.0,26097.0,5522.0,6755.0,76.0,55.0,5522.0,16140.0,17649.0,363.0,253.0,16140.0,26606.0,30.065287191060943,9.742182564750474,30.658597644499896,30.072146879569676,30.815985861321664,6.361670531825058,0.7501579279848389,7.782159442679874,6.363122009004244,6.378034677502802,18.59423440486353,3.582991156032849,20.332691636396312,18.598476860798353,18.977022496938346,11.671741487147052,55.17820880890694,pnad_education
2,2.0,Nordeste,2007,12,"1,2,3,4,5,6,7,8,9,10,11,12",859671.0,145.0,125458.0,2191.0,859671.0,26393.0,26916.0,1379.0,667.0,26393.0,6008.0,7470.0,122.0,77.0,6008.0,15809.0,17516.0,412.0,265.0,15809.0,27064.0,30.70127990824397,10.991726314782637,31.309652180892456,30.70645914143377,31.388335173898607,6.988720103388389,0.972436990865469,8.689370701117054,6.989899083913692,7.006310552120872,18.38959322810703,3.2839675429227313,20.37523657306109,18.39269550892003,18.71804797196658,14.593722482205402,53.76107210060122,pnad_education
2,2.0,Nordeste,2008,12,"1,2,3,4,5,6,7,8,9,10,11,12",803376.0,983.0,150245.0,1881.0,803376.0,27624.0,28458.0,2620.0,751.0,27624.0,5890.0,5977.0,132.0,68.0,5890.0,17706.0,17974.0,775.0,327.0,17706.0,29290.0,34.384895739977296,17.438184298978335,35.42301487721814,34.42702017589884,35.08555109144812,7.331560813367589,0.8785650104828779,7.439853816892713,7.340542601941941,7.423804178712708,22.03949333811316,5.158241538819928,22.37308557885722,22.06649360101596,22.51051367308464,18.70170380992213,51.60320867698565,pnad_education
2,2.0,Nordeste,2009,12,"1,2,3,4,5,6,7,8,9,10,11,12",817105.0,966.0,155388.0,2088.0,817105.0,27998.0,28668.0,3017.0,705.0,27998.0,5765.0,5859.0,127.0,60.0,5765.0,17520.0,17852.0,801.0,292.0,17520.0,29605.0,34.26487415937976,19.415913712770614,35.08484221734049,34.305430815094,34.947158696236684,7.055396797229243,0.8173089299044971,7.17043709192821,7.06374771944485,7.102787769844207,21.441552799211852,5.1548382114449,21.847865329425225,21.466931490836732,21.799287433024915,19.016895013492757,50.61442564559216,pnad_education
2,2.0,Nordeste,2011,12,"1,2,3,4,5,6,7,8,9,10,11,12",788784.0,228.0,159558.0,3924.0,788784.0,28955.0,30241.0,2765.0,1509.0,28955.0,5647.0,5743.0,148.0,127.0,5647.0,16256.0,16832.0,877.0,482.0,16256.0,30034.0,36.70840179313982,17.32912169869264,38.33875940688452,36.71901551697026,37.23591747741824,7.159120874662772,0.9275623911054287,7.280827197306233,7.161190834893146,7.191720245649319,20.60893730095945,5.496433898645007,21.33917523682022,20.61489608854666,20.89841707439024,20.228351487859793,47.97027987176155,pnad_education
2,2.0,Nordeste,2012,12,"1,2,3,4,5,6,7,8,9,10,11,12",757741.0,252.0,164416.0,4077.0,757741.0,28649.0,29955.0,3048.0,1734.0,28649.0,5810.0,5941.0,158.0,130.0,5810.0,15713.0,16196.0,928.0,615.0,15713.0,29757.0,37.80843322454506,18.5383417672246,39.53197728511457,37.82101126220975,38.215246452375396,7.667527558888855,0.9609770338653173,7.840409849803561,7.670078377375777,7.678190050760869,20.736636924753974,5.644219540677306,21.374057890492924,20.74353554969115,20.903629395849425,21.698179193154388,46.535374076848974,pnad_education
2,2.0,Nordeste,2013,12,"1,2,3,4,5,6,7,8,9,10,11,12",742646.0,257.0,99584.0,4243.0,742646.0,28952.0,30390.0,1918.0,1693.0,28952.0,5939.0,6134.0,31.0,116.0,5939.0,15546.0,16152.0,430.0,682.0,15546.0,30508.0,38.9849268695987,19.260122107969153,40.92124646197515,38.9984226598185,39.36646319059232,7.997080708709129,0.3112949871465296,8.259655340498703,7.999849135695706,8.00495077812621,20.93325756820881,4.317962724935732,21.749258731616408,20.940504236997047,21.089147232971623,13.409349811350227,45.31792396918127,pnad_education
2,2.0,Nordeste,2014,12,"1,2,3,4,5,6,7,8,9,10,11,12",748997.0,201.0,50902.0,4187.0,748997.0,29575.0,30838.0,607.0,1769.0,29575.0,7372.0,7479.0,21.0,130.0,7372.0,16426.0,16892.0,145.0,641.0,16426.0,32220.0,39.48613946384298,11.924875250481318,41.17239454897683,39.49673876463015,39.79228250459073,9.842496031359271,0.41255746336096816,9.9853537464102,9.845138061634945,9.871783504640053,21.93066193856584,2.848611056540018,22.552827314395117,21.936548806350462,22.048846672956124,6.796021879927423,44.35947261748051,pnad_education
2,2.0,Nordeste,2015,12,"1,2,3,4,5,6,7,8,9,10,11,12",770960.0,280.0,48201.0,4153.0,770960.0,30468.0,31531.0,572.0,1955.0,30468.0,7564.0,7657.0,26.0,114.0,7564.0,16060.0,16400.0,142.0,525.0,16060.0,33121.0,39.51956002905469,11.866973714238293,40.89836048562831,39.5339180983028,39.68987975575734,9.811144547058213,0.5394078961017407,9.931773373456469,9.814709088078061,9.821900379328039,20.83117152640863,2.9459969710171987,21.27218013904742,20.838739814190067,20.894780246047414,6.252075334647712,43.74715967775253,pnad_education
3,3.0,Sudeste,2002,12,"1,2,3,4,5,6,7,8,9,10,11,12",1005254.0,348.0,37738.0,1900.0,1005254.0,31690.0,33923.0,517.0,413.0,31690.0,11449.0,11886.0,18.0,80.0,11449.0,21716.0,22900.0,223.0,264.0,21716.0,33701.0,31.524370955002418,13.699719116010387,33.74570009171811,31.53528787767214,32.25683227919598,11.38916134628661,0.47697281254968465,11.823877348411447,11.393105424786,11.503973539943747,21.602500462569658,5.909163177698871,22.7803122394937,21.60998143109903,21.976083486088154,3.754076084253333,43.081523449795405,pnad_education
